#A. Arinyo-i-Prats, V1, catalogue Metal Stength  mesure of the metal strength (corrected by the DLA's column and not) belonging to the Damped Lyman-alpha systems  SDSS catalog (done by P. Notredame DR12_V1)
# ========================================================================================   
# Col1:  A15 (I5-I04-I04)  MJD, plate and fiber number of highest SNR spectrum (if combined)
# Col2:  F9.5              Right ascension in degrees
# Col3:  F+8.4             Declination in degrees 
# Col4:  F6.4		   Quasar redshift
# Col5:  F5.1              Continuum to noise ratio in [Lyb-Lya] region
# col6:  I6		   Visual Flag for the DLAs
# Col7:  I6                Balnicity Index (km/s)      --> Isabelle
# Col8:  F6.4              Absorption redshift of the DLA candidate
# Col9:  F5.2              Log10 of HI column density (cm^-2)
# Col10-11: 		   Metal strenght and its error, corrected by the column density HI, in adimensional units
# Col12-13: 		   Metal strenght and its error, uncorrected , in adimensional units
#=======================================================================================================
##MJD-Plate-Fiver RA       Dec 	    zqso CNR  flDLA BI  z_abs   NHI 	MS(HI)   errMS(HI) MS	  errMS  
#-------------------------------------------------------------------------------------------------------
55749-4964-0240 243.11043 +35.5494  2.95  2     0  0    2.1116  20.06   0.4179   2.12    -0.0304  1.17    
56099-6029-0498 243.11119 +45.6198  2.725 2.9   0  0    2.5252  20.04   1.5895   0.514   0.9582   0.307   
55687-4807-0864 243.11407 +4.9866   2.902 8.2   1  0    2.4059  20.58   4.7625   0.327   4.8582   0.336   
55749-4964-0770 243.11470 +36.1654  2.551 5.6   0  0    2.0689  20.08   1.0648   0.247   0.6567   0.145   
56448-6976-0666 243.11942 +60.1715  3.692 12.6  1  0    3.0323  20.56   1.2678   0.254   1.3021   0.261   
56448-6976-0666 243.11942 +60.1715  3.692 12.6  1  0    3.689   20.08   0.6647   0.223   0.3968   0.142   
56449-6321-0521 243.12480 +48.4800  3.983 2.8   1  0    3.5101  20.41   1.3683   1.09    1.1901   0.955   
56449-6321-0521 243.12480 +48.4800  3.983 2.8   1  0    3.9486  20.44   0.8682   0.558   0.7973   0.514   
56448-6786-0914 243.13155 +58.5027  2.904 6.9   1  0    2.3619  20.71   0.1700   0.301   0.1759   0.353   
55331-3928-0648 243.17052 +24.3782  2.488 3.4   1  0    2.2612  20.59   4.1258   0.375   4.3393   0.399   
56483-6316-0686 243.17475 +50.8070  3.531 26.2  1  0    3.1993  20.51   0.0496   0.0763  0.0502   0.074   
55681-4070-0348 243.19208 +12.9748  3.257 2.3   0  0    2.8724  20.29   -0.1605  2.3     -0.1507  1.82    
56099-6029-0496 243.20938 +45.5501  3.881 4.1   0  600  2.7246  20.05   7.5964   0.888   4.6531   0.434   
56099-6029-0496 243.20938 +45.5501  3.881 4.1   0  600  2.9892  20.1    0.7850   0.445   0.5636   0.266   
56099-6029-0496 243.20938 +45.5501  3.881 4.1   0  600  3.013   21.48   1.8093   0.157   3.3655   0.295   
56103-6034-0128 243.21035 +43.3830  3.229 7.1   0  0    2.1665  20.26   0.5032   0.411   0.4193   0.305   
55744-5008-0278 243.22257 +27.9785  3.54  11.8  1  0    2.5989  20.97   1.2337   0.216   1.8123   0.32    
55744-5008-0774 243.22551 +28.1819  2.437 5.6   0  0    2.2224  20.31   0.8805   0.146   0.7228   0.119   
55744-5008-0230 243.25205 +27.9008  2.561 4     0  0    2.3634  20.03   0.1550   0.518   0.2330   0.314   
55744-5008-0258 243.25845 +27.3580  3.179 4.6   0  0    3.1123  20.12   0.3179   0.238   0.2865   0.194   
55707-5009-0970 243.26215 +30.5050  3.155 4.8   1  0    2.9648  20.31   0.4411   0.295   0.3497   0.241   
56103-6034-0120 243.27896 +44.2042  2.818 4.5   0  0    2.1833  20.12   -1.2954  0.802   -0.8090  0.488   
55357-4057-0494 243.27955 +20.5765  2.549 6.5   0  0    2.3272  20      1.9765   0.277   1.2678   0.166   
56018-5207-0992 243.28913 +8.7593   2.315 3.8   0  0    2.1851  20.1    1.7268   0.305   1.0808   0.197   
55331-3928-0690 243.28982 +23.9518  3.26  5.4   1  0    2.5494  21.03   0.8512   0.249   1.2636   0.376   
56040-5205-0678 243.29483 +10.3723  2.374 2.7   0  0    2.16    20.22   1.1452   0.526   0.8378   0.388   
55687-4807-0128 243.29943 +3.0224   3.217 12.8  1  0    2.3021  20.56   0.4140   0.225   0.4374   0.237   
55687-4807-0128 243.29943 +3.0224   3.217 12.8  1  0    2.3295  20.15   0.4709   0.807   0.2023   0.429   
55707-5009-0072 243.30575 +29.5491  3.129 3.4   0  0    2.312   20.08   5.9921   1.19    3.4793   0.687   
55707-5009-0072 243.30575 +29.5491  3.129 3.4   0  0    2.8538  20.3    0.3878   0.405   0.3380   0.335   
55362-4072-0072 243.32658 +16.2787  2.749 5.7   1  0    2.0741  20.83   2.8301   0.205   3.6622   0.264   
55707-5009-0038 243.33121 +29.7776  3.185 6.5   1  0    2.2557  20.43   2.5214   0.371   2.3281   0.34    
55679-4074-0594 243.33970 +15.8247  3.047 2.6   0  0    2.4055  20.09   6.7586   2.93    3.6018   1.73    
55679-4074-0594 243.33970 +15.8247  3.047 2.6   0  0    2.8769  20.3    1.0959   0.702   0.8916   0.568   
56448-6786-0058 243.34532 +57.0457  2.989 1.9   1  0    2.7033  20.69   -2.1743  0.513   -2.4214  0.564   
56090-6044-0730 243.36974 +42.3909  2.551 1.6   0  0    2.2455  20.74   0.5874   0.676   0.6587   0.824   
55747-4960-0686 243.37531 +34.1265  2.745 2.3   1  0    2.441   20.2    1.7995   0.77    1.3729   0.582   
55365-4069-0631 243.38957 +19.8927  4.252 3.8   0  0    3.9806  20.04   -1.3542  0.574   -0.8919  0.378   
55365-4069-0631 243.38957 +19.8927  4.252 3.8   0  0    4.099   20.29   1.1724   0.178   1.0526   0.161   
56091-5200-0996 243.39487 +38.3076  2.046 2.5   1  0    2.0305  21.03   1.7028   0.124   2.3614   0.176   
56090-6044-0690 243.39594 +42.8650  3.77  5.8   0  0    2.6873  21.14   3.6234   0.363   5.9588   0.619   
56090-6044-0690 243.39594 +42.8650  3.77  5.8   0  0    3.5496  20.62   2.2131   0.366   2.3561   0.385   
56034-5203-0846 243.39652 +11.7033  4.005 1.8   0  0    3.8527  20.63   0.0654   0.302   0.0690   0.319   
56091-5200-0988 243.40492 +38.6329  3.079 7     0  0    2.4139  20.06   -0.3526  0.748   -0.2412  0.414   
55681-4070-0306 243.41380 +12.9211  3.4   5.1   0  0    2.2582  20.34   -0.9939  0.419   -0.8327  0.354   
56074-5189-0386 243.43459 +39.1057  3.181 12.2  0  0    2.1417  20.33   2.5977   0.227   2.0131   0.182   
55687-4807-0081 243.47513 +3.1200   2.612 24.1  1  0    2.0048  20.33   0.9412   0.082   0.7501   0.0657  
55687-4807-0924 243.48154 +4.6674   2.226 3.9   1  0    2.0494  20.19   2.2231   0.256   1.5790   0.179   
55712-4896-0586 243.48328 +8.8271   2.26  3.1   1  0    2.259   20.17   -0.6365  0.497   -0.4315  0.374   
55679-4074-0422 243.48582 +14.8825  3.327 5.9   1  0    3.1339  20.81   1.4011   0.223   1.7261   0.275   
55708-4895-0945 243.48975 +7.1773   2.259 3.2   0  0    2.1303  20.21   1.0871   0.782   0.7293   0.579   
56034-5203-0160 243.49271 +11.3406  2.512 3.6   0  0    2.4961  21.38   -0.3449  0.126   -0.5449  0.199   
56103-6034-0934 243.49595 +44.2891  2.759 3.6   0  0    2.4744  20.98   1.8643   0.233   2.4883   0.306   
56483-6316-0756 243.50862 +51.3765  3.516 23    0  0    2.7496  20.2    -0.0445  0.215   -0.0453  0.148   
55679-4074-0436 243.53838 +15.1982  3.047 4.2   1  0    2.2929  20.88   0.0606   0.315   0.0421   0.41    
56067-5199-0552 243.53957 +38.3805  3.021 2.6   0  0    2.4047  21.03   2.2139   0.694   3.0494   1.01    
56449-6321-0434 243.54361 +48.2174  3.06  3.3   1  0    2.4276  20.49   0.7984   0.668   0.7614   0.645   
55747-4960-0700 243.54488 +33.6271  2.111 6.1   1  0    2.0781  20.84   0.5091   0.0536  0.6026   0.0664  
56074-5189-0338 243.55577 +38.6602  3.281 2.1   0  0    2.8414  20.08   -2.1059  1.89    -1.4249  1.09    
55362-4072-0984 243.56098 +17.2363  2.624 4.3   1  0    2.4062  21.43   0.5678   0.155   0.9899   0.259   
56091-5200-0010 243.56229 +38.0547  3.514 7.8   0  0    3.1     20.8    0.1248   0.287   0.1231   0.361   
55687-4807-0054 243.56849 +3.3155   2.569 8.4   1  0    2.4562  20.73   0.6693   0.0812  0.7649   0.0936  
55687-4807-0054 243.56849 +3.3155   2.569 8.4   1  0    2.5613  20.4    1.0585   0.0841  0.9756   0.0769  
55693-4727-0752 243.57533 +26.9353  3.098 3.1   0  0    2.2165  20.39   -0.3427  0.818   -0.3415  0.715   
55357-4057-0454 243.57704 +19.6139  3.121 5.8   0  0    2.2299  20.1    1.5673   0.656   0.8421   0.38    
55693-4727-0790 243.58021 +26.3899  2.7   11.5  1  0    2.24    21.58   0.5062   0.0871  1.0503   0.179   
56090-6044-0744 243.58028 +43.2365  3.008 1.8   0  0    2.3326  20.57   -1.9512  1.34    -1.9642  1.36    
56090-6044-0744 243.58028 +43.2365  3.008 1.8   0  0    2.6676  20.6    2.4180   0.361   2.4989   0.375   
56090-6044-0744 243.58028 +43.2365  3.008 1.8   0  0    2.7704  20.3    -1.8409  0.459   -1.4748  0.37    
55708-4895-0050 243.58759 +5.4662   2.585 2.7   1  0    2.4832  20.7    1.6619   0.249   1.8251   0.272   
55365-4069-0766 243.60973 +18.8985  3.772 4.8   0  0    2.6373  20.48   1.7724   0.567   1.7488   0.543   
56449-6321-0596 243.61171 +48.9997  3.833 12.1  0  0    2.0548  20.27   -0.9043  0.853   -0.5314  0.537   
56449-6321-0596 243.61171 +48.9997  3.833 12.1  0  0    2.1281  20.08   0.5314   0.998   0.2921   0.549   
56448-6976-0712 243.61688 +59.8562  3.694 3.4   1  0    2.9165  21.2    3.4494   0.63    5.3974   1.05    
56040-5205-0736 243.62100 +10.2404  2.922 4.5   0  0    2.7139  20.85   1.5798   0.153   1.9759   0.192   
56067-5199-0546 243.62254 +38.6608  2.623 2.8   0  0    2.4889  20.42   0.7132   0.35    0.6471   0.316   
56449-6321-0618 243.62974 +48.4424  2.999 1.8   0  0    2.7886  20.18   1.0394   0.509   0.7425   0.361   
56487-6312-0804 243.63814 +53.5471  3.023 9.4   0  0    2.8175  20.07   -0.7724  0.264   -0.4333  0.166   
56074-5189-0343 243.63908 +38.8632  3.103 1.7   0  0    2.5464  20.16   -0.3672  3.38    0.1221   2.12    
56074-5189-0343 243.63908 +38.8632  3.103 1.7   0  0    2.6499  20.01   -6.3259  6.06    -2.6832  2.96    
56034-5203-0896 243.65262 +11.5784  3.179 6.4   0  0    2.2227  20.29   4.6698   0.479   3.4291   0.357   
55749-4964-0864 243.66437 +37.0910  3.478 8.7   1  0    3.3072  20.54   1.8297   0.164   1.8311   0.164   
56090-6044-0792 243.68405 +42.2255  2.681 4.2   0  0    2.2914  20.5    -0.6308  0.475   -0.6149  0.461   
56090-6044-0786 243.69749 +42.5904  3.34  4.8   0  0    2.4212  20.6    1.5542   0.392   1.6983   0.431   
56090-6044-0786 243.69749 +42.5904  3.34  4.8   0  0    2.5603  20.71   0.7183   0.377   0.7930   0.438   
56090-6044-0786 243.69749 +42.5904  3.34  4.8   0  0    2.6676  20.25   2.3604   0.929   1.8533   0.694   
55744-5008-0894 243.69873 +28.3868  3.146 4.4   0  0    2.48    20.05   0.3460   1.13    -0.3364  0.578   
55749-4964-0154 243.70039 +35.2170  3.535 6.4   1  0    2.7549  20      -0.2970  0.774   0.2297   0.397   
55707-5009-0982 243.70662 +30.2996  2.49  3     1  0    2.4738  20.61   1.5906   0.253   1.6679   0.265   
55331-3928-0816 243.71261 +23.6583  4.367 3.2   1  0    4.2274  20.08   1.4253   0.149   1.1883   0.125   
56090-6044-0780 243.71396 +42.6270  3.301 7.8   0  0    3.0458  20.24   2.8659   0.13    2.1904   0.0986  
56090-6044-0780 243.71396 +42.6270  3.301 7.8   0  0    3.2168  20.13   -0.4735  0.135   -0.3330  0.108   
56090-6044-0240 243.71572 +41.9042  3.482 9.8   0  0    2.3526  20.17   2.4381   1.05    1.3968   0.676   
56090-6044-0240 243.71572 +41.9042  3.482 9.8   0  0    2.3743  20.26   0.0619   0.504   -0.0419  0.381   
55737-4956-0332 243.71888 +30.6517  3.634 8.3   1  0    2.4087  20.18   -0.5161  0.811   -0.3556  0.564   
55737-4956-0332 243.71888 +30.6517  3.634 8.3   1  0    2.4529  20.38   -0.0426  0.435   0.0064   0.379   
55737-4956-0332 243.71888 +30.6517  3.634 8.3   1  0    3.1928  21.21   1.4569   0.179   2.3926   0.294   
55357-4057-0580 243.75468 +20.8189  2.405 3.5   0  0    2.3488  20.36   0.0623   0.268   0.0969   0.245   
55693-4727-0182 243.75584 +24.9542  2.428 5.3   0  0    2.0191  20.01   0.8601   0.519   0.4630   0.247   
56074-5189-0300 243.77683 +38.7921  3.284 5.1   0  0    2.6123  20.37   1.3908   0.605   1.2558   0.511   
55747-4960-0280 243.80258 +33.1629  2.534 5.1   1  0    2.0604  20.4    0.7715   0.357   0.6672   0.311   
56103-6034-0038 243.82208 +44.0457  3.14  10.7  0  0    2.1935  20.54   1.2043   0.272   1.2097   0.28    
55679-4074-0666 243.84081 +15.7384  3.126 11.1  0  0    2.2254  20.1    -0.6001  0.413   -0.2532  0.232   
55712-4896-0666 243.84399 +8.4263   3.903 7     0  0    2.5611  21.53   1.5005   0.446   2.9837   0.956   
55712-4896-0666 243.84399 +8.4263   3.903 7     0  0    2.629   20.01   -1.5405  0.715   -0.8724  0.382   
55712-4896-0666 243.84399 +8.4263   3.903 7     0  0    2.6845  20.57   0.9590   0.488   1.0288   0.52    
55681-4070-0190 243.84484 +13.0382  3.046 12    1  0    2.5088  20.38   0.4921   0.271   0.4379   0.227   
55663-4073-0516 243.84523 +18.0656  4.001 13.3  0  0    3.8115  20.07   -0.0498  0.201   -0.0338  0.137   
55712-4896-0333 243.87005 +6.4140   2.413 3.1   0  0    2.299   20.47   1.3028   0.269   1.2288   0.254   
55737-4956-0734 243.87152 +31.4373  2.972 2.3   0  0    2.3411  20.32   0.4423   1.69    0.2228   1.32    
55737-4956-0734 243.87152 +31.4373  2.972 2.3   0  0    2.634   20.34   3.5250   0.321   3.0214   0.276   
56090-6044-0206 243.87447 +40.6804  2.683 3.9   0  0    2.1016  20.28   5.8894   1.6     4.5287   1.17    
56090-6044-0220 243.89535 +40.9249  2.269 4.4   1  0    2.1763  20.66   2.5206   0.0976  2.7352   0.106   
56103-6034-0049 243.90070 +43.4934  3.123 9.1   0  0    2.131   20.34   1.5328   0.311   1.3232   0.249   
56103-6034-0964 243.90423 +44.6976  2.795 1.6   0  0    2.4402  20.05   2.8034   1.98    1.2854   1.1     
56067-5199-0420 243.90559 +37.0561  2.553 2.8   0  0    2.3867  20.67   2.0153   0.412   2.2056   0.455   
55708-4895-1000 243.91015 +6.6815   3.265 3.7   1  0    2.4937  20.34   1.0182   0.791   0.8729   0.636   
55708-4895-1000 243.91015 +6.6815   3.265 3.7   1  0    2.6156  22.18   1.4942   0.399   3.8434   1.08    
55708-4895-1000 243.91015 +6.6815   3.265 3.7   1  0    2.7939  20.89   1.7853   0.91    2.3263   1.2     
55708-4895-1000 243.91015 +6.6815   3.265 3.7   1  0    2.8769  20.17   -2.2009  1.52    -1.4910  1.03    
55744-5008-0096 243.91552 +27.2490  2.597 5     1  0    2.4089  20.72   2.1687   0.213   2.4752   0.243   
56447-6787-0590 243.92300 +57.3190  2.927 3.8   0  0    2.6373  20.41   0.2966   0.317   0.2750   0.288   
55712-4896-0320 243.92396 +7.5031   3.237 2.7   0  0    2.8422  20.1    2.9496   1.3     1.6104   0.778   
55737-4956-0329 243.93300 +30.2073  3.401 4.8   1  0    2.5082  20.92   0.7766   0.509   1.2267   0.754   
55712-4896-0702 243.94738 +8.9116   2.041 3.3   0  0    2.014   21.24   0.5956   0.065   0.9439   0.102   
56099-6029-0432 243.94888 +45.4902  3.383 3.5   0  0    2.577   20.02   11.7253  1.82    6.6639   0.86    
56099-6029-0432 243.94888 +45.4902  3.383 3.5   0  0    3.0911  20.36   8.5806   1.74    6.5662   1.33    
56090-6044-0820 243.95982 +42.6175  3.335 2.4   0  0    3.1484  20.26   1.4224   0.874   1.3045   0.675   
55747-4960-0259 243.96371 +33.0422  2.677 11.8  1  0    2.5419  20.36   0.5681   0.0998  0.4890   0.0854  
55679-4074-0328 243.97083 +14.3061  2.282 2.8   0  0    2.2538  20.21   2.7484   0.219   2.1727   0.174   
55681-4070-0832 243.99317 +14.5445  3.826 5.4   0  0    2.7499  20.28   4.6531   1.07    3.4668   0.796   
55681-4070-0832 243.99317 +14.5445  3.826 5.4   0  0    3.8225  20.1    1.5746   0.333   1.2792   0.26    
55331-3928-0860 243.99803 +23.5344  4.095 6.8   1  0    2.926   21.1    -5.9474  1.33    -23.9524 5.36    
55331-3928-0860 243.99803 +23.5344  4.095 6.8   1  0    2.9782  20.13   0.4927   0.678   0.5936   0.404   
55331-3928-0860 243.99803 +23.5344  4.095 6.8   1  0    3.9783  20.15   0.8355   0.184   0.6356   0.152   
56040-5205-0182 244.00744 +9.3549   3.865 3.7   0  0    2.7712  21.55   -0.9616  0.586   -1.6198  1.41    
55693-4727-0866 244.01199 +26.5364  3.771 11.7  0  0    2.5456  20.36   -1.1725  0.359   -0.9758  0.309   
55693-4727-0866 244.01199 +26.5364  3.771 11.7  0  0    2.6332  20.08   1.5874   0.583   0.7868   0.303   
55693-4727-0866 244.01199 +26.5364  3.771 11.7  0  0    2.8175  20.17   2.5385   0.376   1.6341   0.247   
55737-4956-0280 244.02609 +31.3033  3.897 7.1   1  0    3.2204  20.22   2.4144   0.518   1.7643   0.364   
55737-4956-0280 244.02609 +31.3033  3.897 7.1   1  0    3.3852  20.87   1.4061   0.354   1.8017   0.463   
56074-5189-0276 244.02638 +39.3671  2.323 4.1   1  0    2.2339  21.16   1.2398   0.0866  1.7047   0.121   
56189-6323-0986 244.05008 +47.4622  2.467 2.4   1  0    2.2801  20.69   0.8375   0.203   0.9466   0.227   
56487-6312-0140 244.06743 +52.2652  2.826 3.3   1  0    2.7597  20.69   1.5920   0.189   1.7529   0.208   
56483-6316-0828 244.06778 +51.5603  4.516 5.7   0  0    3.8751  20.02   2.4633   1.41    1.3449   0.772   
56483-6316-0828 244.06778 +51.5603  4.516 5.7   0  0    4.3038  20.31   -0.1153  0.288   -0.0968  0.242   
55712-4896-0284 244.07874 +6.5323   2.8   2.7   0  0    2.2673  20.09   0.0086   0.887   0.1817   0.526   
56099-6029-0564 244.08035 +46.2719  2.988 3.9   0  0    2.829   20.51   0.7872   0.268   0.7619   0.261   
55681-4070-0126 244.10026 +12.4475  3.394 15    1  0    3.1805  20.38   0.8337   0.324   0.6836   0.269   
55747-4960-0775 244.10761 +33.7172  2.382 3.3   1  0    2.3364  20.59   2.4570   0.172   2.5531   0.179   
55737-4956-0261 244.11388 +30.6813  2.407 5.8   1  0    2.2032  20.05   1.5989   0.151   0.9703   0.0916  
55357-4057-0636 244.11571 +21.4923  2.252 3.1   1  0    2.2261  21.26   0.4366   0.127   0.6828   0.197   
55747-4960-0240 244.11940 +33.5861  2.164 3.3   0  0    2.1629  20.01   -0.5295  0.195   -0.3508  0.123   
55737-4956-0748 244.12829 +32.3372  3.898 2     0  0    3.6804  20.04   -0.2675  0.848   -0.1658  0.494   
55681-4070-0871 244.13006 +14.4814  2.98  7.9   1  0    2.4864  20.1    1.0457   0.519   0.6769   0.297   
55681-4070-0871 244.13006 +14.4814  2.98  7.9   1  0    2.7417  20.7    0.7177   0.0704  0.8044   0.0794  
56040-5205-0862 244.15721 +10.3078  2.73  2.6   0  0    2.5171  20.35   0.6218   0.317   0.5197   0.268   
55710-5007-0596 244.15813 +29.6397  3.063 2.9   1  0    2.7991  20.41   0.9540   0.359   0.8569   0.324   
55693-4727-0138 244.20734 +24.9013  2.02  5.2   1  0    1.9416  20.08   -0.2170  0.0885  -0.1412  0.0562  
55693-4727-0138 244.20734 +24.9013  2.02  5.2   1  0    1.9991  20.7    4.5045   0.0557  5.1453   0.0642  
55331-3928-0116 244.21624 +22.3572  2.404 2.9   1  0    2.4008  20.43   1.8033   0.376   1.6882   0.354   
55357-4057-0336 244.22853 +19.4877  3.071 14.1  1  0    3.0737  20.99   0.6967   0.0552  0.9013   0.0715  
55693-4727-0934 244.23125 +25.6735  3.906 2.5   1  0    3.7961  20.8    1.0782   0.266   1.2268   0.301   
56090-6044-0172 244.23568 +41.2716  2.37  3.8   1  0    2.0897  21.14   2.6490   0.118   3.7893   0.169   
55357-4057-0360 244.24380 +20.7006  3.344 14.5  1  0    3.0584  20.52   2.6040   0.0925  2.5612   0.0911  
55357-4057-0298 244.26692 +19.6202  2.453 5.2   1  0    2.1024  21.2    1.2140   0.172   2.0485   0.282   
56074-5189-0212 244.27295 +38.3281  2.867 6.1   0  0    2.1933  20.68   0.1384   0.347   0.1293   0.395   
55712-4896-0226 244.27380 +6.8903   3.152 6.7   1  0    2.3588  20.23   -1.6384  0.632   -1.1390  0.444   
56099-6029-0384 244.27930 +45.2861  2.802 5.3   0  0    2.2054  20.14   0.6964   0.634   0.4679   0.401   
55747-4960-0840 244.28617 +34.3509  2.882 2     0  0    2.7349  20.4    2.3198   0.52    2.0560   0.461   
55357-4057-0318 244.30045 +20.3346  2.643 6.4   1  0    2.427   20.42   1.3578   0.106   1.2273   0.0961  
56074-5189-0164 244.31160 +38.1101  2.36  2.6   1  0    2.2126  20.13   2.8558   0.405   1.9723   0.27    
55712-4896-0818 244.31423 +7.6103   3.253 2.6   0  0    2.6032  20.26   1.5657   1       1.2254   0.743   
56448-6976-0212 244.33637 +57.9194  2.29  6.9   1  0    2.0101  20.15   0.2359   0.149   0.1522   0.103   
56448-6976-0212 244.33637 +57.9194  2.29  6.9   1  0    2.2299  20      0.1542   0.118   0.1385   0.0794  
56448-6976-0870 244.34517 +60.0408  3.029 1.5   1  0    2.8609  20.01   3.0452   1.43    1.7746   0.827   
56448-6976-0870 244.34517 +60.0408  3.029 1.5   1  0    2.9892  20.17   2.5370   0.909   2.0585   0.707   
55679-4074-0774 244.34721 +16.1515  4.027 4.2   0  0    3.9191  20.25   -1.6070  0.336   -1.3974  0.299   
55744-5008-0968 244.34780 +29.0726  3.091 15.4  1  0    2.7993  20.07   0.1569   0.127   0.1145   0.0843  
55706-5006-0490 244.35669 +26.5483  3.382 2     1  0    3.2784  20.23   -1.4262  0.445   -1.2367  0.388   
55663-4073-0562 244.36003 +18.5919  3.227 6.6   1  0    2.992   20.2    2.5265   0.215   1.8562   0.157   
55357-4057-0320 244.36058 +20.2539  3.775 6.6   1  0    2.5114  20      2.1041   0.674   0.9917   0.342   
55357-4057-0320 244.36058 +20.2539  3.775 6.6   1  0    2.542   20.31   2.4944   0.53    2.0565   0.431   
55357-4057-0320 244.36058 +20.2539  3.775 6.6   1  0    2.629   20.03   5.4031   0.897   1.8895   0.387   
55357-4057-0320 244.36058 +20.2539  3.775 6.6   1  0    3.5468  20.69   2.5241   0.286   2.7665   0.314   
56487-6312-0084 244.36596 +52.0852  2.901 10.5  0  0    2.3112  20.03   0.3900   0.531   0.2206   0.281   
55681-4070-0118 244.38084 +13.2236  3.712 1.9   1  0    3.0934  20.05   -3.3864  2.56    -1.6086  1.25    
55681-4070-0118 244.38084 +13.2236  3.712 1.9   1  0    3.1666  21.73   0.9006   0.827   2.4547   2.25    
56487-6312-0904 244.39656 +54.2350  3.254 6.5   0  0    2.3204  20.29   0.9042   1.01    0.5798   0.713   
55744-5008-0950 244.43125 +28.3950  2.202 3.3   0  0    2.126   20.09   0.9004   0.188   0.6593   0.14    
55693-4727-0933 244.47386 +25.7037  2.706 3.7   0  0    2.557   20.07   0.1597   0.481   0.0006   0.296   
55357-4057-0260 244.49178 +19.9769  2.595 3.2   0  0    2.2763  20.57   1.7022   0.714   1.6663   0.743   
55357-4057-0252 244.49207 +19.6423  2.898 4.7   0  0    2.2098  20.55   1.3578   0.36    1.4115   0.364   
55681-4070-0942 244.49683 +14.5574  2.903 6.6   1  0    2.5138  20.5    2.1942   0.36    2.1080   0.346   
55681-4070-0942 244.49683 +14.5574  2.903 6.6   1  0    2.7418  21.4    0.0827   0.0825  0.1385   0.14    
55737-4956-0822 244.55384 +32.6090  2.73  2.6   1  0    2.6879  20.87   1.0283   0.345   1.2561   0.414   
55737-4956-0186 244.55437 +30.8020  3.203 27.3  1  0    2.0025  20.21   0.5733   0.174   0.3730   0.114   
